"longitude","latitude","   Population (2007)= ","   Households (2005)= ","   Town name= ","     Province= ","     No. of Barangays= ","   Year Town Created=","   Contact Nos=","Elevation: ","Photo: ","      Risk Data="
123.492,9.162," 13180"," 2665","SAN JUAN","SIQUIJOR","",""," "," "," ","1 govt rural health unit"
123.513,9.213," 23271"," 4498","SIQUIJOR(Capital)","SIQUIJOR","",""," "," "," ","1 govt provincial hospital,1 govt rural health unit"
124.042,13.042," 42166"," 8136","BACON","SORSOGON","",""," "," "," ","1 govt rural health unit"
124.14735,12.86217," 19428"," 3887","BARCELONA","SORSOGON","",""," "," "," ","1 govt rural health unit"
123.873,12.668," 91730"," 15683","BULAN","SORSOGON","",""," "," "," ","1 govt municipal hospital,1 govt rural health unit"
124.133,12.753," 21374"," 4218","BULUSAN","SORSOGON","",""," "," "," ","1 govt rural health unit"
124.007,12.875," 30165"," 5381","CASIGURAN","SORSOGON","",""," "," "," ","1 govt rural health unit"
123.878,12.963," 49407"," 8695","CASTILLA","SORSOGON","",""," "," "," ","1 govt district hospital,1 govt rural health unit"
123.593,12.907," 43996"," 7503","DONSOL","SORSOGON","",""," "," "," ","1 govt district hospital,1 govt rural health unit"
124.123,12.922," 55501"," 10876","GUBAT","SORSOGON","",""," "," "," ","1 govt district hospital,1 govt rural health unit"
124.03448,12.70291," 49968"," 8639","IROSIN","SORSOGON","",""," "," "," ","1 govt district hospital,1 govt rural health unit"
123.99715,12.83417," 28989"," 4957","JUBAN","SORSOGON","",""," "," "," ","1 govt rural health unit"
123.835,12.828," 34418"," 5886","MAGALLANES","SORSOGON","",""," "," "," ","1 govt community hospital,1 govt rural health unit"
124.083,12.592," 34517"," 6069","MATNOG","SORSOGON","",""," "," "," ","1 govt community hospital,1 govt rural health unit"
123.676,12.923," 63539"," 10833","PILAR","SORSOGON","",""," "," "," ","1 govt rural health unit"
124.1,12.647," 15425"," 2894","SANTA MAGDALENA","SORSOGON","",""," "," "," ","1 govt rural health unit"
124.003,12.97," 151454"," 17911","SORSOGON","SORSOGON","",""," "," "," ","1 govt provincial hospital,1 govt rural health unit"
124.798,6.42821," 73355"," 14101","BANGA","SOUTH COTABATO","",""," "," "," ","1 govt rural health unit,1 private hospital"
125.167,6.108," 529542"," 86595","GENERAL SANTOS CITY","SOUTH COTABATO","",""," "," "," ","1 govt hospital,4 govt municipal health centers,7 private hospitals"
124.843,6.507," 149622"," 27623","KORONADAL","SOUTH COTABATO","",""," "," "," ","1 govt provincial hospital,1 govt rural health unit,3 private hospitals"
124.73,6.26819," 60401"," 11158","LAKE SEBU","SOUTH COTABATO","",""," "," "," ","1 govt municipal hospital,1 govt rural health unit"
124.657,6.517," 44070"," 8263","NORALA","SOUTH COTABATO","",""," "," "," ","1 govt district hospital,1 govt rural health unit,1 private clinic"
125.058,6.225," 131436"," 22492","POLOMOLOK","SOUTH COTABATO","",""," "," "," ","1 govt municipal hospital,1 govt rural health unit,2 private hospitals and 1 private clinic"
124.75399,6.37421," 71513"," 13634","SURALLAH","SOUTH COTABATO","",""," "," "," ","1 govt rural health unit,3 private hospitals and 1 private clinic"
124.899,6.475," 34245"," 6754","TAMPAKAN","SOUTH COTABATO","11",""," "," "," ","1 govt rural health unit,15 govt elem schools, 4 govt high schools"
124.747,6.641," 35825"," 6583","TANTANGAN","SOUTH COTABATO","",""," "," "," ","1 govt rural health unit"
124.944,6.336," 57779"," 11049","TUPI","SOUTH COTABATO","",""," "," "," ","1 govt hospital,1 govt rural health unit,1 private hospital"
125.25819,10.27421," 8032"," 1514","ANAHAWAN","SOUTHERN LEYTE","",""," "," "," ","1 govt district hospital,1 govt rural health unit"
124.97067,10.35430," 28535"," 5363","BONTOC","SOUTHERN LEYTE","",""," "," ","12","1 govt rural health unit"
125.1713833,10.26393333," 14442"," 2789","CABALIAN (SAN JUAN)","SOUTHERN LEYTE","",""," "," "," ","1 govt rural health unit"
125.19681,10.3955," 27712"," 5438","HINUNANGAN","SOUTHERN LEYTE","",""," "," "," ","1 govt community hospital,1 govt rural health unit"
125.25171,10.35311," 11610"," 2510","HINUNDAYAN","SOUTHERN LEYTE","",""," "," "," ","1 govt rural health unit,1 private hospital"
125.05,10.3," 14283"," 2495","LIBAGON","SOUTHERN LEYTE","",""," "," "," ","1 govt rural health unit"
125.1165333,10.1575," 22203"," 4135","LILOAN","SOUTHERN LEYTE","",""," "," "," ","1 govt community hospital,1 govt rural health unit"
125.07295,9.91696," 5831"," 1108","LIMASAWA","SOUTHERN LEYTE","",""," "," "," ","1 govt rural health unit"
124.83855,10.13198," 79737"," 14597","MAASIN ","SOUTHERN LEYTE","",""," "," "," ","1 govt provincial hospital,2 govt rural health units"
124.94183,10.07683," 24583"," 4684","MACROHON","SOUTHERN LEYTE","",""," "," "," ","1 govt rural health unit"
125.00233,10.15812," 20104"," 3665","MALITBOG","SOUTHERN LEYTE","",""," "," ","24","1 govt rural health unit,1 private clinic"
125.01710,10.03035," 10194"," 1672","PADRE BURGOS","SOUTHERN LEYTE","",""," "," "," ","1 govt community hospital,1 govt rural health unit"
125.24902,9.94424," 9911"," 1758","PINTUYAN","SOUTHERN LEYTE","",""," "," ","26","1 govt district hospital,1 govt rural health unit"
125.1398633,10.279575," 25252"," 4746","SAINT BERNARD","SOUTHERN LEYTE","",""," "," "," ","1 govt rural health unit"
125.15773,10.0558," 12084"," 2337","SAN FRANCISCO","SOUTHERN LEYTE","",""," "," "," ","1 govt rural health unit"
125.275119,9.1272," 9490"," 1676","SAN RICARDO","SOUTHERN LEYTE","",""," "," "," ","1 govt rural health unit"
124.97724,10.38573," 39864"," 7266","SOGOD","SOUTHERN LEYTE","",""," "," "," ","1 govt district hospital,1 govt rural health unit,1 private hospital and 1 private clinic"
124.56196,6.53466," 57133"," 10368","BAGUMBAYAN","SULTAN KUDARAT","",""," "," "," ","1 govt rural health unit"
124.944,6.80826," 23675"," 4290","COLUMBIO","SULTAN KUDARAT","",""," "," "," ","1 govt rural health unit,1 private clinic"
124.524,6.724," 52731"," 9598","ESPERANZA","SULTAN KUDARAT","",""," "," "," ","1 govt rural health unit,3 private hospitals and 1 private clinic"
124.591,6.631," 79277"," 14333","ISULAN","SULTAN KUDARAT","",""," "," "," ","1 govt provincial hospital,1 govt rural health unit,2 private hospitals and 2 private clinics"
124.056,6.57616," 45263"," 8640","KALAMANSIG","SULTAN KUDARAT","",""," "," "," ","1 govt municipal hospital,1 govt rural health unit,1 private hospital"
125.034,6.561," 60372"," 10431","LAMBAYONG (MARIANO MARCOS)","SULTAN KUDARAT","",""," "," "," ","1 govt district hospital,1 govt rural health unit,1 private hospital"
124.064,6.64812," 77139"," 13856","LEBAK","SULTAN KUDARAT","",""," "," "," ","1 govt community hospital,1 govt rural health unit,1 private hospital"
124.951,6.55," 51640"," 7110","LUTAYAN","SULTAN KUDARAT","",""," "," "," ","1 govt rural health unit"
124.198,6.22017," 77105"," 8191","PALIMBANG","SULTAN KUDARAT","35",""," "," "," ","1 govt rural health unit,26 govt elem schools,5 govt high schools"
124.702,6.698," 33595"," 6522","PRESIDENT QUIRINO","SULTAN KUDARAT","",""," "," "," ","1 govt rural health unit,1 private hospital"
124.67799,6.68638," 82546"," 14950","TACURONG CITY","SULTAN KUDARAT","",""," "," "," ","1 govt rural health unit,9 private hospitals"
120.969,5.973," 85220"," 9132","INDANAN","SULU","",""," "," "," ","1 govt municipal health center"
120.997,6.053," 140307"," 12814","JOLO","SULU","",""," "," "," ","1 govt provincial hospital,1 govt municipal health center"
121.25854,5.89744," 30046"," 4162","KALINGALAN CALUANG","SULU","",""," "," "," ","1 govt provincial hospital,1 govt municipal health center"
120.821,5.693," 21650"," 2907","LUGUS","SULU","",""," "," "," ","1 govt municipal health center"
121.301,5.966," 33508"," 6231","LUUK","SULU","",""," "," "," ","2 govt municipal health centers"
121.01758,5.94157," 38092"," 3920","MAIMBUNG","SULU","",""," "," "," ","1 govt municipal health center"
120.906,6.13612," 6192"," 807","MARUNGGAS (HADJI PANGLIMA TAHIL)","SULU","",""," "," "," ","2 govt municipal health centers"
121.213,5.981," 49903"," 5663","PANAMAW (OLD PANAMAO)","SULU","",""," "," "," ","1 govt municipal health center"
120.754,5.556," 23527"," 3392","PANDAMI","SULU","",""," "," "," ","1 govt municipal health center"
120.58,6.302," 29571"," 4643","PANGUTARAN","SULU","",""," "," "," ","1 govt municipal health center"
120.91204,5.9175," 65019"," 8176","PARANG","SULU","",""," "," "," ","1 govt municipal health center"
121.162,5.843," 20095"," 2048","PATA","SULU","",""," "," "," ","1 govt municipal health center"
120.816,5.547," 63518"," 8094","SIASI","SULU","",""," "," "," ","2 govt municipal health centers"
121.105,5.975," 85920"," 11938","TALIPAO","SULU","",""," "," "," ","1 govt municipal health center"
120.89412,5.70686," 17430"," 2117","TAPUL","SULU","",""," "," "," ","2 govt municipal health centers"
121.896,6.28," 22502"," 2591","TONGKIL","SULU","",""," "," "," ","1 govt municipal health center"
125.64053,9.60812," 13066"," 2333","BACUAG","SURIGAO DEL NORTE","",""," "," "," ","1 govt municipal health center"
126.07279,10.01953," 3851"," 636","BURGOS","SURIGAO DEL NORTE","",""," "," ","C:\REDAS\USER_DATABASE\SURIGAO_DEL_NORTE\Risk_Photos\SDN_Microtremor_Risk_Data\Surigao_del_Norte_Burgos_Municipal_Hall2_ELB_and_ML.jpg","1 govt municipal health center"
125.73156,9.57479," 18258"," 3248","CLAVER","SURIGAO DEL NORTE","",""," "," "," ","1 govt municipal health center"
125.97058,9.86938," 14892"," 2598","DEL CARMEN","SURIGAO DEL NORTE","",""," "," "," ","1 govt municipal health center"
126.15620,9.78248," 13385"," 2517","GENERAL LUNA","SURIGAO DEL NORTE","",""," "," "," ","1 govt municipal health center"
126.3362222222,8.36825," 37368"," 6445","HINATUAN","SURIGAO DEL SUR","",""," "," "," ","1 govt district hospital,1 govt rural health unit"
125.53453,10.19644," 18116"," 3083","LIBJO (ALBOR)","SURIGAO DEL NORTE","",""," "," ","C:\REDAS\USER_DATABASE\SURIGAO_DEL_NORTE\Risk_Photos\SDN_Microtremor_Risk_Data\Dinagat_Libjo_Town_Hall_ELB_and_ML.jpg","1 govt district hospital,1 govt municipal health center"
125.52361,9.54023," 23952"," 4621","MAINIT","SURIGAO DEL NORTE","",""," "," "," ","1 govt municipal health center"
126.10039,9.86396," 8023"," 1630","PILAR","SURIGAO DEL NORTE","",""," "," ","C:\REDAS\USER_DATABASE\SURIGAO_DEL_NORTE\Risk_Photos\SDN_Microtremor_Risk_Data\Surigao_del_Norte_Pilar_Municipal_Hall_ELB_and_ML.jpg","1 govt district hospital 1 govt municipal health center"
126.00711,9.95961," 5275"," 896","SAN BENITO","SURIGAO DEL NORTE","",""," "," "," ","1 govt municipal health center"
126.08733,9.93623," 6229"," 1130","SAN ISIDRO","SURIGAO DEL NORTE","",""," "," "," ","1 govt municipal health center and gym"
125.52821,9.65732," 11276"," 1958","SISON","SURIGAO DEL NORTE","",""," "," "," ","1 govt municipal health center"
125.49330,9.79104," 132151"," 22541","SURIGAO CITY","SURIGAO DEL NORTE","",""," "," "," ","1 govt regional hospital,1 govt municipal health center,4 private hospitals"
125.55425,10.32876," 7815"," 1391","TUBAJON","DINAGAT","",""," "," ","C:\REDAS\USER_DATABASE\SURIGAO_DEL_NORTE\Risk_Photos\SDN_Microtremor_Risk_Data\Dinagat_Tubajon_Municipal_Hall_ELB_and_ML.JPG","1 govt municipal health center"
125.57584,9.46408," 13369"," 2350","ALEGRIA","SURIGAO DEL NORTE","",""," "," "," ","1 govt municipal health center"
125.67067,9.92141," 14130"," 2554","CAGDIANO","DINAGAT","",""," "," "," ","1 govt municipal health center"
126.05171,9.75819," 22184"," 3846","DAPA","DINAGAT","",""," "," ","C:\REDAS\USER_DATABASE\SURIGAO_DEL_NORTE\Risk_Photos\SDN_Microtremor_Risk_Data\Surigao_del_Norte_Dapa_Municipal_Hall_ELB_and_ML.jpg","1 govt district hospital 1 govt municipal health center"
125.58926,9.96229," 11961"," 1932","DINAGAT","DINAGAT","",""," "," "," ","1 govt district hospital 1 govt municipal health center"
125.69772,9.5956," 18870"," 3197","GIGAQUIT","SURIGAO DEL NORTE","",""," "," "," ","1 govt municipal hospital,1 govt municipal health center"
125.57767,10.36084," 9030"," 1840","LORETO","DINAGAT","",""," "," ","C:\REDAS\USER_DATABASE\SURIGAO_DEL_NORTE\Risk_Photos\SDN_Microtremor_Risk_Data\Dinagat_Loreto_Municipal_Hall_ELB_and_ML.jpg","1 govt district hospital,1 govt municipal health center"
125.57469,10.02216," 28398"," 4917","SAN JOSE","DINAGAT","",""," "," ","C:\REDAS\USER_DATABASE\SURIGAO_DEL_NORTE\Risk_Photos\SDN_Microtremor_Risk_Data\Surigao_del_Norte_San_Jose_Municipal_Hall_ELB_and_ML.jpg","1 govt rural health unit"
125.40143,9.61822," 16883"," 2817","MALIMONO","SURIGAO DEL NORTE","",""," "," "," ","1 govt district hospital,1 govt municipal health center"
125.60236,9.65658," 22743"," 4237","PLACER","SURIGAO DEL NORTE","",""," "," "," ","1 govt district hospital,1 govt municipal health center"
125.42144,9.77657," 12449"," 2286","SAN FRANCISCO (ANAO-AON)","SURIGAO DEL NORTE","",""," "," "," ","1 govt municipal health center"
126.03664,10.02052," 7916"," 1459","SANTA MONICA (SAPAO)","SURIGAO DEL NORTE","",""," "," ","C:\REDAS\USER_DATABASE\SURIGAO_DEL_NORTE\Risk_Photos\SDN_Microtremor_Risk_Data\Surigao_del_Norte_Sta_Monica_Municipal_Hall_ELB_and_ML.jpg","1 govt municipal hospital,1 govt municipal health center"
125.96482,9.61936," 18833"," 3071","SOCORRO","SURIGAO DEL NORTE","",""," "," ","C:\REDAS\USER_DATABASE\SURIGAO_DEL_NORTE\Risk_Photos\SDN_Microtremor_Risk_Data\Surigao_del_Norte_Socorro_Socorro_LGU_Building_ELB_and_ML.jpg","1 govt district hospital,1 govt municipal health center"
125.58415,9.69761," 14199"," 2545","TAGANAAN","SURIGAO DEL NORTE","",""," "," "," ","1 govt municipal health center"
125.56808,9.55512," 11664"," 2165","TUBOD","SURIGAO DEL NORTE","",""," "," "," ","1 govt municipal health center"
126.1203611111,8.5305277778," 40933"," 6482","BAROBO","SURIGAO DEL SUR","",""," "," "," ","1 govt rural health unit"
126.2821944444,8.9705555556," 7439"," 1290","BAYABAS","SURIGAO DEL SUR","",""," "," "," ","1 govt rural health unit"
126.316185,8.21260833," 102009"," 18269","BISLIG CITY","SURIGAO DEL SUR","",""," "," "," ","1 govt district hospital 1 govt rural health unit 4 private clinics"
126.3005555556,8.9196944444," 19899"," 3406","CAGWAIT","SURIGAO DEL SUR","",""," "," "," ","1 govt rural health unit"
125.9760833333,9.3371944444," 28659"," 5378","CANTILAN","SURIGAO DEL SUR","",""," "," "," ","1 govt rural health unit,2 private clinics"
126.0159166667,9.2304722222," 10078"," 1873","CARMEN","SURIGAO DEL SUR","",""," "," "," ","1 govt rural health unit"
125.9480555556,9.3700277778," 14283"," 2756","CARRASCAL","SURIGAO DEL SUR","14",""," "," "," ","1 govt rural health unit"
126.1925,9.2755," 15913"," 2742","CORTES","SURIGAO DEL SUR","",""," "," "," ","1 govt municipal hospital,1 govt rural health unit"
126.05839,9.23326," 10788"," 1942","LANUZA","SURIGAO DEL SUR","",""," "," "," ","1 govt rural health unit"
126.09225,8.63448," 27006"," 4713","LIANGA","SURIGAO DEL SUR","",""," "," "," ","1 govt district hospital,1 govt rural health unit,1 private clinic"
126.4113611111,8.0397777778," 23714"," 4954","LINGIG","SURIGAO DEL SUR","",""," "," "," ","1 govt community hospital,1 govt rural health unit"
125.9626111111,9.2629166667," 14957"," 2862","MADRID","SURIGAO DEL SUR","",""," "," "," ","1 govt district hospital,1 govt rural health unit"
126.2982913,8.799614," 17622"," 2857","MARIHATAG","SURIGAO DEL SUR","",""," "," "," ","1 govt district hospital,1 govt rural health unit"
126.218,8.745," 19546"," 2751","SAN AGUSTIN","SURIGAO DEL SUR","13",""," "," "," ","1 govt rural health unit"
126.0371666667,8.9479722222," 32737"," 5086","SAN MIGUEL","SURIGAO DEL SUR","18",""," "," "," ","1 govt community hospital,1 govt rural health unit"
126.2317777778,9.0213611111," 31342"," 5563","TAGO","SURIGAO DEL SUR","24",""," "," "," ","1 govt rural health unit"
126.19583,9.08167," 50459"," 8449","TANDAG","SURIGAO DEL SUR","21",""," "," "," ","1 government hospital,1 govt rural health unit,1 private hospital"
120.618,15.725," 10806"," 2086","ANAO","TARLAC","18",""," "," "," ","1 govt municipal health center"
120.569333,15.290833," 61644"," 9113","BAMBAN","TARLAC","15",""," "," "," ","1 govt municipal health center"
120.41431,15.68849," 79941"," 15324","CAMILING","TARLAC","61",""," "," "," ","1 govt district hospital,1 govt rural health unit,1 govt municipal health center,1 private hospital"
120.5920666,15.3475666," 122084"," 18333","CAPAS","TARLAC","20",""," "," "," ","2 govt municipal health centers"
120.653,15.325," 135213"," 20851","CONCEPCION","TARLAC","45",""," "," "," ","1 govt district hospital,3 govt municipal health centers,1 private hospitals and 2 private clinics"
120.6,15.605," 82022"," 15769","GERONA","TARLAC","44",""," "," "," ","2 govt rural health units,1 private hospital and 1 private clinic"
120.728,15.442," 61324"," 10361","LA PAZ","TARLAC","21",""," "," "," ","1 govt community hospital,3 govt municipal health centers"
120.387,15.623," 27274"," 5578","MAYANTOC","TARLAC","24",""," "," "," ","1 govt municipal health center"
120.57278,15.733," 54547"," 10144","MONCADA","TARLAC","37",""," "," "," ","2 govt municipal health centers"
120.578,15.685," 83311"," 16827","PANIQUI","TARLAC","35",""," "," "," ","2 govt rural health units,3 private hospitals and 1 private clinic"
120.65,15.623," 22188"," 4600","PURA","TARLAC","16",""," "," "," ","1 govt municipal health center"
120.638,15.667," 19646"," 3528","RAMOS","TARLAC","9",""," "," "," ","1 govt municipal health center"
120.359,15.716," 12458"," 2462","SAN CLEMENTE","TARLAC","12",""," "," "," ","1 govt municipal health center"
120.564,15.436," 32728"," 5860","SAN JOSE","TARLAC","13",""," "," "," ","1 govt municipal health center"
120.607,15.803," 23463"," 4176","SAN MANUEL","TARLAC","15",""," "," "," ","1 govt municipal health center"
120.437,15.617," 43560"," 8145","SANTA IGNACIA","TARLAC","24",""," "," "," ","1 govt municipal health center,2 private hospitals"
120.588,15.488," 314155"," 51703","TARLAC CITY","TARLAC","76",""," "," "," ","2 govt hospitals,4 govt municipal health centers,1 govt rural health unit,4 private hospitals"
120.67974,15.57735," 57085"," 10535","VICTORIA","TARLAC","26",""," "," "," ","1 govt municipal health center,1 govt rural health unit"
119.82276,5.09042," 95055"," 10146","BONGAO","TAWI-TAWI","",""," "," "," ","1 govt hospital,1 govt municipal health center,1 private hospital"
119.949,5.084," 50504"," 5406","PANGLIMA SUGALA (BALIMBING)","TAWI-TAWI","",""," "," "," ","1 govt municipal health center"
120.27679,5.10248," 37135"," 4322","SAPA-SAPA","TAWI-TAWI","",""," "," "," ","1 govt municipal health center"
119.846,4.897," 38239"," 4910","SIMUNUL","TAWI-TAWI","",""," "," "," ","1 govt municipal health center"
119.4,4.672," 40641"," 8969","SITANGKAI","TAWI-TAWI","",""," "," "," ","2 govt municipal health centers"
120.484,5.184," 32986"," 4748","SOUTH UBIAN","TAWI-TAWI","",""," "," "," ","1 govt municipal health center"
120.32857,5.14266," 33037"," 3935","TANDUBAS","TAWI-TAWI","",""," "," "," ","1 govt municipal health center"
124.283,11.912," 8650"," 2192","ALMAGRO","WESTERN SAMAR","",""," "," "," ","1 govt rural health unit"
125.068,11.283," 48389"," 9013","BASEY","WESTERN SAMAR","",""," "," "," ","1 govt district hospital,1 govt rural health unit"
124.5930333,12.06835," 163657"," 28912","CALBAYOG CITY","WESTERN SAMAR","",""," "," "," ","1 govt district hospital,1 govt rural health unit,2 private hospitals"
125.018,11.627," 20309"," 3889","CALBIGA","WESTERN SAMAR","",""," "," "," ","1 govt rural health unit"
124.88,11.778," 92454"," 16100","CATBALOGAN","WESTERN SAMAR","",""," "," "," ","2 govt hospitals,1 govt rural health unit"
124.794,11.64," 38411"," 6472","DARAM","WESTERN SAMAR","",""," "," "," ","1 govt rural health unit"
124.812,12.015," 31222"," 5588","GANDARA","WESTERN SAMAR","",""," "," "," ","1 govt district hospital,1 govt rural health unit"
125.067,11.707," 12129"," 2176","HINABANGAN","WESTERN SAMAR","",""," "," "," ","1 govt rural health unit"
124.949,11.766," 15968"," 3043","JIABONG","WESTERN SAMAR","",""," "," "," ","1 govt rural health unit"
125.21297,11.10788," 13745"," 2383","MARABUT","WESTERN SAMAR","",""," "," "," ","1 govt rural health unit"
124.884,12.152," 6589"," 875","MATUGUINAO","WESTERN SAMAR","",""," "," "," ","1 govt rural health unit"
124.998,11.782," 13549"," 2512","MOTIONG","WESTERN SAMAR","",""," "," "," ","1 govt rural health unit"
124.983,11.615," 14492"," 2549","PINABACDAO","WESTERN SAMAR","",""," "," "," ","1 govt rural health unit"
124.877,12.114," 6814"," 1269","SAN JOSE DE BUAN","WESTERN SAMAR","",""," "," "," ","1 govt rural health unit"
124.994,11.688," 7365"," 1263","SAN SEBASTIAN","WESTERN SAMAR","",""," "," "," ","1 govt rural health unit"
124.658,12.038," 23488"," 4191","SANTA MARGARITA","WESTERN SAMAR","",""," "," "," ","1 govt rural health unit"
124.90972,11.48485," 34959"," 5797","SANTA RITA","WESTERN SAMAR","",""," "," "," ","1 govt rural health unit"
124.447,11.927," 12777"," 2477","SANTO NIÑO","WESTERN SAMAR","",""," "," "," ","1 govt rural health unit"
124.836,11.531," 7535"," 1272","TALALORA","WESTERN SAMAR","",""," "," "," ","1 govt rural health unit"
124.747,11.903," 22767"," 4020","TARANGNAN","WESTERN SAMAR","",""," "," "," ","1 govt community hospital,1 govt rural health unit"
124.927,11.567," 25135"," 4473","VILLAREAL","WESTERN SAMAR","",""," "," "," ","1 govt rural health unit"
124.70793,11.95798," 7981"," 1498","PAGSANGHAN","WESTERN SAMAR","",""," "," "," ","1 govt rural health unit"
125.021,11.773," 27820"," 5200","WRIGHT (PARANAS)","WESTERN SAMAR","",""," "," "," ","1 govt rural health unit"
124.842,11.64," 16743"," 2849","ZUMARRAGA","WESTERN SAMAR","",""," "," "," ","1 govt rural health unit"
120.02356,15.28867," 51675"," 9629","BOTOLAN","ZAMBALES","31",""," "," "," ","1 govt rural health unit"
120.055103469,15.1590736674," 21519"," 4032","CABANGAN","ZAMBALES","22",""," "," "," ","1 govt infirmary,1 govt rural health center"
119.93122,15.62655," 24243"," 4321","CANDELARIA","ZAMBALES","16","","09165064685"," "," ","1 govt district hospital,1 govt rural health unit,14 govt elem schools,2 govt high schools"
120.200635909,14.9325431765," 42910"," 7238","CASTILLEJOS","ZAMBALES","14",""," "," "," ","1 govt rural health unit"
119.975,15.33," 44344"," 7260","IBA","ZAMBALES","14",""," "," "," ","1 govt hospital,1 govt rural health unit"
119.9491,15.5376," 40603"," 7790","MASINLOC","ZAMBALES","13","","09164921203"," "," ","1 govt rural health unit,17 govt elem schools,3 govt high schools"
120.28778,14.84227," 227270"," 43107","OLONGAPO CITY","ZAMBALES","17",""," "," "," ","1 govt hospital,16 govt municipal health centers,10 private hospitalsr"
119.905,15.435," 30747"," 5945","PALAUIG","ZAMBALES","19",""," "," "," ","1 govt rural health unit"
120.089751364,14.9481631113," 32494"," 6483","SAN ANTONIO","ZAMBALES","14",""," "," "," ","1 govt rural health unit"
120.07033,15.06014," 21322"," 4094","SAN FELIPE","ZAMBALES","11",""," "," "," ","1 govt rural health unit"
120.155706682,14.9740297986," 29052"," 5866","SAN MARCELINO","ZAMBALES","18",""," "," "," ","1 govt district hospital,2 govt rural health units"
120.078,15.016," 24856"," 5319","SAN NARCISO","ZAMBALES","17",""," "," "," ","1 govt rural health unit"
119.909561122,15.7620610053," 52202"," 9754","SANTA CRUZ","ZAMBALES","25","","047-8311758"," "," ","1 govt hospital,2 govt rural health units,1 govt municipal health center,23 govt elem schools,5 govt high schools"
120.235106498,14.8773978074," 77118"," 13882","SUBIC","ZAMBALES","16",""," "," "," ","2 govt rural health units"
123.417,8.633," 72792"," 13560","DAPITAN CITY","ZAMBOANGA DEL NORTE","",""," "," "," ","1 govt hospital,1 govt municipal health center,49 public schools"
123.3446,8.58613," 113118"," 20461","DIPOLOG CITY","ZAMBOANGA DEL NORTE","",""," "," "," ","1 govt provincial hospital,4 private hospitals"
123.02588,8.46046," 26017"," 4212","JOSE DALMAN (PONOT)","ZAMBOANGA DEL NORTE","",""," "," "," ","1 govt municipal health center,19 public schools"
122.54364,7.82108," 21758"," 4077","KALAWIT","ZAMBOANGA DEL NORTE","",""," "," "," ","1 govt municipal health center,19 public schools"
123.28388,8.50207," 40496"," 7576","KATIPUNAN","ZAMBOANGA DEL NORTE","",""," "," "," ","1 govt municipal health center,39 public schools"
123.445,8.466," 7670"," 1617","LA LIBERTAD","ZAMBOANGA DEL NORTE","",""," "," "," ","1 govt municipal health center,10 public schools"
122.518,8.07," 40420"," 6702","LABASON","ZAMBOANGA DEL NORTE","",""," "," "," ","1 govt municipal health center,21 public schools"
122.669,8.123," 36948"," 6750","LILOY","ZAMBOANGA DEL NORTE","",""," "," "," ","1 govt hospital,2 govt municipal health centers,32 govt elementary schools"
123.092,8.522," 33129"," 6010","MANUKAN","ZAMBOANGA DEL NORTE","",""," "," "," ","1 govt hospital,1 govt municipal health center,24 govt elementary schools"
123.473,8.422," 12078"," 1889","MUTIA","ZAMBOANGA DEL NORTE","",""," "," "," ","1 govt municipal health center,13 govt elementary schools"
123.359,8.534," 36376"," 7092","POLANCO","ZAMBOANGA DEL NORTE","",""," "," "," ","1 govt municipal health center,30 govt elementary schools"
123.244,8.511," 35939"," 6423","PRES. MANUEL A. ROXAS","ZAMBOANGA DEL NORTE","",""," "," "," ","1 govt municipal health center,28 govt elementary schools"
123.54873,8.61161," 14721"," 2917","RIZAL","ZAMBOANGA DEL NORTE","",""," "," "," ","1 govt municipal health center,18 govt elementary schools"
122.784,8.114," 29960"," 5838","SALUG","ZAMBOANGA DEL NORTE","",""," "," "," ","1 govt municipal health center,22 govt elementary schools"
123.2904,8.2911," 29049"," 5373","SERGIO OSMEÑA SR.","ZAMBOANGA DEL NORTE","",""," "," "," ","1 govt municipal hospital,1 govt municipal health center,37 govt elementary schools"
123.101,8.273," 34588"," 6086","SIAYAN","ZAMBOANGA DEL NORTE","",""," "," "," ","1 govt municipal health center,29 govt elementary schools"
122.067,7.292," 28101"," 4374","SIBUCO","ZAMBOANGA DEL NORTE","",""," "," "," ","1 govt municipal health center,28 govt elementary schools"
123.48102,8.63749," 16429"," 3444","SIBUTAD","ZAMBOANGA DEL NORTE","",""," "," "," ","1 govt municipal hospital,1 govt municipal health center,16 govt elementary schools"
122.995,8.237," 87720"," 15651","SINDANGAN","ZAMBOANGA DEL NORTE","",""," "," "," ","1 govt district hospital,1 govt municipal health center,1 private hospital,53 govt elementary schools"
122.12147,7.70666," 41221"," 5942","SIOCON","ZAMBOANGA DEL NORTE","",""," "," "," ","1 govt district hospital,1 govt municipal health center,25 govt elementary schools"
122.148,7.58," 20112"," 3207","SIRAWAI","ZAMBOANGA DEL NORTE","",""," "," "," ","1 govt municipal health center,11 govt elementary schools"
122.952,7.507," 32289"," 5663","ALICIA","ZAMBOANGA SIBUGAY","",""," "," "," ","1 govt municipal health center,30 govt elementary schools"
123.5823,7.950712," 47177"," 8329","AURORA","ZAMBOANGA DEL SUR","41",""," "," "," ","1 govt hospital,1 govt municipal health center,36 govt elem schools,8 govt high schools"
123.01161,7.85835," 28707"," 5060","BAYOG","ZAMBOANGA DEL SUR","",""," "," "," ","1 govt municipal health center,25 govt elementary schools"
